,frame,x,y,r,name,sample_rate
0,1,504,254,157,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
1,2,570,920,153,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
2,3,512,252,163,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
3,4,416,340,193,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
4,5,520,254,179,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
5,6,410,336,193,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
6,7,458,882,200,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
7,8,522,278,232,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
8,9,420,346,196,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
9,10,554,912,83,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
10,11,502,248,162,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
11,12,418,342,198,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
12,13,656,348,98,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
13,14,490,246,159,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
14,15,506,478,232,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
15,16,486,242,158,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_31_17_fajar,25.0
