,frame,x,y,r,name,sample_rate
0,1,1116,156,16,framenr_1_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
1,2,1116,156,16,framenr_2_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
2,3,1140,144,22,framenr_3_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
3,4,1208,108,120,framenr_4_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
4,5,1118,164,19,framenr_5_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
5,6,1118,164,19,framenr_6_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
6,7,1118,164,19,framenr_7_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
7,8,1118,164,19,framenr_8_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
8,9,1118,164,19,framenr_9_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
9,10,1118,164,19,framenr_10_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
10,11,1118,164,19,framenr_11_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
11,12,1118,164,19,framenr_12_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
12,13,1118,164,19,framenr_13_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
13,14,1118,164,19,framenr_14_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
14,15,1130,200,20,framenr_15_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
15,16,1084,126,10,framenr_16_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
16,17,1084,126,10,framenr_17_framevid__Opp_June_13_Session_1_zoom_syncedboom_1_1_Baju,25.0
