,frame,x,y,r,name,sample_rate
0,1,736,528,189,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
1,2,460,828,195,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
2,3,758,556,200,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
3,4,430,770,227,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
4,5,756,514,201,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
5,6,448,330,153,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
6,7,408,256,241,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
7,8,698,522,196,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
8,9,714,682,126,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
9,10,454,220,198,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
10,11,756,520,226,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
11,12,430,870,206,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
12,13,350,578,194,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
13,14,448,840,180,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
14,15,408,278,238,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
15,16,546,578,217,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
16,17,752,556,247,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
17,18,708,548,238,framenr_18_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
18,19,708,586,194,framenr_19_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
19,20,344,558,152,framenr_20_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
20,21,666,558,219,framenr_21_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
21,22,342,530,178,framenr_22_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
22,23,374,370,171,framenr_23_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
23,24,406,290,146,framenr_24_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
24,25,406,288,148,framenr_25_framevid__Opp_June_16_Session_1_zoom_syncedboom_3_8_fajar,25.0
