,frame,x,y,r,name,sample_rate
0,1,388,438,60,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
1,2,388,438,60,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
2,3,388,438,60,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
3,4,388,438,60,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
4,5,1510,140,46,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
5,6,1478,150,136,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
6,7,1478,150,136,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
7,8,796,908,7,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
8,9,796,908,7,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
9,10,796,908,7,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
10,11,796,908,7,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
11,12,796,908,7,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
12,13,796,908,7,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
13,14,796,908,7,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_56_26_fajar,25.0
