,frame,x,y,r,name,sample_rate
0,1,1166,630,170,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
1,2,1098,644,208,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
2,3,1132,696,238,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
3,4,1298,786,143,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
4,5,1118,724,220,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
5,6,1314,810,171,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
6,7,1004,318,155,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
7,8,1244,440,249,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
8,9,1036,314,179,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
9,10,1040,280,206,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
10,11,1078,266,240,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
11,12,1252,918,191,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
12,13,1042,304,184,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
13,14,1084,284,222,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
14,15,1028,354,134,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
15,16,1050,200,200,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_37_17_fajar,25.0
