,frame,x,y,r,name,sample_rate
0,1,564,684,214,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
1,2,856,992,245,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
2,3,792,402,247,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
3,4,576,730,232,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
4,5,470,612,242,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
5,6,454,634,223,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
6,7,790,462,239,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
7,8,830,494,218,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
8,9,862,516,208,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
9,10,866,534,210,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
10,11,882,542,208,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
11,12,870,532,226,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
12,13,874,534,223,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_54_23_fajar,25.0
