,frame,x,y,r,name,sample_rate
0,1,1156,206,225,framenr_1_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
1,2,314,430,152,framenr_2_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
2,3,308,420,150,framenr_3_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
3,4,296,418,158,framenr_4_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
4,5,294,414,158,framenr_5_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
5,6,286,410,165,framenr_6_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
6,7,186,66,50,framenr_7_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
7,8,302,408,154,framenr_8_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
8,9,1168,258,123,framenr_9_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
9,10,1182,252,139,framenr_10_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
10,11,1184,248,145,framenr_11_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
11,12,1180,240,137,framenr_12_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
12,13,300,376,134,framenr_13_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
13,14,1182,254,136,framenr_14_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
14,15,1214,242,166,framenr_15_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
15,16,1272,504,135,framenr_16_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
16,17,1146,182,200,framenr_17_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
17,18,1190,250,138,framenr_18_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
18,19,1230,200,172,framenr_19_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
19,20,1178,196,235,framenr_20_framevid__Opp_June_13_Session_1_zoom_syncedboom_2_1_Baju,25.0
