,frame,x,y,r,name,sample_rate
0,1,1328,822,185,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
1,2,1106,860,244,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
2,3,1086,900,206,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
3,4,1084,894,210,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
4,5,1068,426,135,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
5,6,1112,430,178,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
6,7,1094,424,162,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
7,8,1076,276,182,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
8,9,1084,260,191,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
9,10,1116,460,202,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_24_12_fajar,25.0
