,frame,x,y,r,name,sample_rate
0,1,1114,670,230,framenr_1_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
1,2,1234,1048,249,framenr_2_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
2,3,1658,500,158,framenr_3_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
3,4,1682,552,182,framenr_4_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
4,5,1412,276,234,framenr_5_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
5,6,1498,818,147,framenr_6_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
6,7,1544,822,180,framenr_7_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
7,8,1390,228,162,framenr_8_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
8,9,1646,514,157,framenr_9_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
9,10,1536,832,175,framenr_10_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
10,11,1532,800,162,framenr_11_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
11,12,1246,232,218,framenr_12_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
12,13,1546,806,171,framenr_13_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
13,14,1522,808,152,framenr_14_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
14,15,1360,388,176,framenr_15_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
15,16,1452,334,150,framenr_16_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
16,17,1240,202,197,framenr_17_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
17,18,1368,228,179,framenr_18_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
18,19,1236,178,178,framenr_19_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
19,20,1438,336,162,framenr_20_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
20,21,1378,192,149,framenr_21_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
21,22,1432,302,148,framenr_22_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
22,23,1702,648,208,framenr_23_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
23,24,1648,728,234,framenr_24_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
24,25,1692,620,214,framenr_25_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
25,26,1426,284,163,framenr_26_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
26,27,1442,240,181,framenr_27_framevid__Opp_August_29_Session_1_zoom_syncedboom_2_1_Roger,50.0
