,frame,x,y,r,name,sample_rate
0,1,1194,594,156,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
1,2,1078,296,163,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
2,3,1128,832,172,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
3,4,1306,954,154,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
4,5,1048,316,119,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
5,6,1172,866,204,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
6,7,1082,310,152,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
7,8,1108,304,176,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
8,9,1050,204,156,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
9,10,1114,294,191,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
10,11,1352,836,170,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
11,12,1278,626,79,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_23_12_fajar,25.0
