,frame,x,y,r,name,sample_rate
0,1,434,294,195,framenr_1_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
1,2,446,280,176,framenr_2_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
2,3,474,206,118,framenr_3_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
3,4,432,290,192,framenr_4_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
4,5,462,850,238,framenr_5_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
5,6,568,860,83,framenr_6_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
6,7,464,816,237,framenr_7_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
7,8,434,276,192,framenr_8_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
8,9,520,204,161,framenr_9_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
9,10,518,208,158,framenr_10_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
10,11,440,308,196,framenr_11_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
11,12,516,214,158,framenr_12_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
12,13,552,202,238,framenr_13_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
13,14,506,220,146,framenr_14_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
14,15,524,224,163,framenr_15_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
15,16,466,860,224,framenr_16_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
16,17,520,228,156,framenr_17_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
17,18,492,838,169,framenr_18_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
18,19,596,276,185,framenr_19_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
19,20,448,328,195,framenr_20_framevid__Opp_June_16_Session_1_zoom_syncedboom_30_17_fajar,25.0
