"Begin Time - msec","End Time - msec","boom_sequence","intervals"
603950,607420,"1",
603980,604590,,"1_boom"
604610,604780,,"1_bark"
605220,605810,,"2_boom"
605820,606090,,"2_bark"
606410,606980,,"3_boom"
607000,607240,,"3_bark"

