,frame,x,y,r,name,sample_rate
0,1,706,402,162,framenr_1_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
1,2,706,402,162,framenr_2_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
2,3,706,402,162,framenr_3_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
3,4,706,402,162,framenr_4_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
4,5,706,402,162,framenr_5_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
5,6,706,402,162,framenr_6_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
6,7,706,402,162,framenr_7_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
7,8,706,402,162,framenr_8_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
8,9,706,402,162,framenr_9_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
9,10,706,402,162,framenr_10_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
10,11,706,402,162,framenr_11_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
11,12,706,402,162,framenr_12_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
12,13,706,402,162,framenr_13_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
13,14,706,402,162,framenr_14_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
14,15,706,402,162,framenr_15_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
15,16,706,402,162,framenr_16_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
16,17,706,402,162,framenr_17_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
17,18,706,402,162,framenr_18_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
18,19,706,402,162,framenr_19_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
19,20,706,402,162,framenr_20_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
20,21,706,402,162,framenr_21_framevid__Opp_June_13_Session_1_zoom_syncedboom_34_7_3_Baju,25.0
