,frame,x,y,r,name,sample_rate
0,1,1206,520,237,framenr_1_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
1,2,798,462,246,framenr_2_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
2,3,1202,598,162,framenr_3_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
3,4,1202,598,163,framenr_4_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
4,5,1172,556,218,framenr_5_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
5,6,660,834,222,framenr_6_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
6,7,852,452,244,framenr_7_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
7,8,804,498,234,framenr_8_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
8,9,818,472,249,framenr_9_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
9,10,1222,598,168,framenr_10_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
10,11,664,12,205,framenr_11_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
11,12,1768,934,144,framenr_12_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
12,13,640,42,170,framenr_13_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
13,14,810,492,246,framenr_14_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
14,15,746,902,129,framenr_15_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
15,16,1208,528,249,framenr_16_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
16,17,802,496,240,framenr_17_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
17,18,1296,732,163,framenr_18_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
18,19,1250,644,146,framenr_19_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
19,20,826,954,240,framenr_20_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
20,21,1224,604,202,framenr_21_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
21,22,1230,618,191,framenr_22_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
22,23,812,490,248,framenr_23_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
23,24,752,904,144,framenr_24_framevid__Opp_August_20_Session_1_zoom_syncedboom_15_6_4_Pelangi,50.0
