,frame,x,y,r,name,sample_rate
0,1,1652,758,204,framenr_1_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
1,2,1606,812,170,framenr_2_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
2,3,1688,858,191,framenr_3_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
3,4,830,372,198,framenr_4_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
4,5,1362,908,140,framenr_5_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
5,6,1366,908,138,framenr_6_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
6,7,1560,584,211,framenr_7_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
7,8,1416,888,166,framenr_8_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
8,9,846,388,157,framenr_9_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
9,10,1714,840,192,framenr_10_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
10,11,838,386,167,framenr_11_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
11,12,1560,850,178,framenr_12_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
12,13,824,370,208,framenr_13_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
13,14,828,380,179,framenr_14_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
14,15,1554,856,183,framenr_15_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
15,16,838,384,189,framenr_16_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
16,17,820,372,209,framenr_17_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
17,18,806,384,201,framenr_18_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
18,19,1836,732,102,framenr_19_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
19,20,818,386,189,framenr_20_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
20,21,1654,790,171,framenr_21_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
21,22,1342,912,174,framenr_22_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
22,23,838,386,192,framenr_23_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
23,24,830,390,180,framenr_24_framevid__Opp_August_18_Session_1_zoom_syncedboom_5_1_1_Pelangi,50.0
