,frame,x,y,r,name,sample_rate
0,1,1058,516,20,framenr_1_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
1,2,1058,516,20,framenr_2_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
2,3,1058,516,20,framenr_3_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
3,4,1058,516,20,framenr_4_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
4,5,1058,516,20,framenr_5_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
5,6,1058,516,20,framenr_6_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
6,7,1058,516,20,framenr_7_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
7,8,1058,516,20,framenr_8_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
8,9,1058,516,20,framenr_9_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
9,10,1002,486,14,framenr_10_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
10,11,1002,486,14,framenr_11_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
11,12,1002,486,14,framenr_12_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
12,13,1002,486,14,framenr_13_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
13,14,1002,486,14,framenr_14_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
14,15,1014,506,82,framenr_15_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
15,16,1014,506,82,framenr_16_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
16,17,1050,506,67,framenr_17_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
17,18,1050,506,67,framenr_18_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
18,19,1012,488,75,framenr_19_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
19,20,1048,502,68,framenr_20_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
20,21,1048,502,68,framenr_21_framevid__Opp_August_20_Session_1_zoom_syncedboom_14_5_3_Pelangi,50.0
