,frame,x,y,r,name,sample_rate
0,1,882,330,232,framenr_1_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
1,2,1172,770,234,framenr_2_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
2,3,884,366,249,framenr_3_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
3,4,922,374,230,framenr_4_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
4,5,898,414,234,framenr_5_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
5,6,1786,208,203,framenr_6_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
6,7,902,368,249,framenr_7_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
7,8,918,400,245,framenr_8_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
8,9,1052,226,249,framenr_9_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
9,10,1006,194,189,framenr_10_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
10,11,1594,520,223,framenr_11_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
11,12,1004,278,237,framenr_12_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
12,13,1462,440,238,framenr_13_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
13,14,984,186,164,framenr_14_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
14,15,930,364,227,framenr_15_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
15,16,1812,188,200,framenr_16_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
16,17,918,394,235,framenr_17_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
17,18,1048,212,231,framenr_18_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
18,19,1176,806,247,framenr_19_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
19,20,1784,172,174,framenr_20_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
20,21,286,916,207,framenr_21_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
21,22,890,418,235,framenr_22_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
22,23,916,406,243,framenr_23_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
23,24,850,440,248,framenr_24_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
24,25,892,422,245,framenr_25_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
25,26,954,274,245,framenr_26_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
26,27,894,364,249,framenr_27_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
27,28,906,406,240,framenr_28_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
28,29,916,402,245,framenr_29_framevid__Opp_August_29_Session_1_zoom_syncedboom_24_5_3_Roger,50.0
