,frame,x,y,r,name,sample_rate
0,1,780,410,202,framenr_1_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
1,2,794,412,217,framenr_2_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
2,3,812,436,247,framenr_3_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
3,4,872,700,249,framenr_4_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
4,5,844,708,224,framenr_5_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
5,6,790,386,235,framenr_6_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
6,7,768,416,208,framenr_7_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
7,8,768,414,211,framenr_8_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
8,9,772,416,216,framenr_9_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
9,10,792,392,246,framenr_10_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
10,11,706,402,162,framenr_11_framevid__Opp_June_13_Session_1_zoom_syncedboom_33_6_2_Baju,25.0
